relationship_id,market_id_a,market_id_b,question_a,question_b,relationship_type,relationship_family,relationship_subtype,outcome_space_id,outcome_subtype_a,outcome_subtype_b,entity_type_a,entity_type_b,stage_a,stage_b,candidate_a,candidate_b,party_a,party_b,team_a,team_b,validation_status,strategy_eligibility_status,strategy_family,mixed_subtype_reason,strategy_eligible_reason,rejection_reasons_json,strategy_exclusion_reasons_json,final_confidence
e531f38d0b9ea14c827b8fea20c8388f,561237,565064,Will Andy Beshear win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Republicans,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2635
4dd90e60c93d750ed0d197319599ef1c,540818,540819,New Playboi Carti Album before GTA VI?,Will Jesus Christ return before GTA VI?,rejected,mixed_subtype,album_release_before_reference_vs_movie_release_before_reference,gta_vi_reference_clock,album_release_before_reference,movie_release_before_reference,event,event,temporal,temporal,,,,,,,rejected,ineligible,none,same broad outcome space but different outcome subtypes,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""album_release_before_reference_vs_movie_release_before_reference"", ""detail"": ""same broad outcome space but different outcome subtypes""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2629
33c741f36ffaa2666f3fbcf2ff1de4dc,561232,565064,Will Pete Buttigieg win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Republicans,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2608
6951e7a33fd87bc9132fbd9d04f424ab,540817,573647,New Rihanna Album before GTA VI?,Will GPT-6 be released before GTA VI?,rejected,mixed_subtype,album_release_before_reference_vs_movie_release_before_reference,gta_vi_reference_clock,album_release_before_reference,movie_release_before_reference,event,event,temporal,temporal,,,,,,,rejected,ineligible,none,same broad outcome space but different outcome subtypes,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.060 < 0.5""}, {""code"": ""album_release_before_reference_vs_movie_release_before_reference"", ""detail"": ""same broad outcome space but different outcome subtypes""}]","[{""code"": ""coverage_insufficient_b"", ""detail"": ""market_b coverage_score=0.54""}]",0.2596
7cdfdbb5ff8de218448e3fff3d31d9eb,561249,565064,Will Greg Abbott win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Republicans,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2581
928a4c111dd6a7c0c55f8d344c4c3055,561234,565065,Will Marco Rubio win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2564
5e4f3398e379448f6f4bd5b880fda170,561231,565065,Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2533
c4ac702878118991a81f3c0460e855ba,561241,565065,Will JB Pritzker win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.252
7d2c2f8b74ec402bdfaae1cea70a698c,561239,565065,Will Kamala Harris win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2508
7d53deada47bec03cc46ad7b22d0eb6f,561245,565065,Will Nikki Haley win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2496
e8c3db08926b95fb54eaba299b766d6d,561259,565065,Will Ro Khanna win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2496
97acf25caecb8c5f6128148612b5b595,561257,565065,Will Michelle Obama win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2458
86c746a8180839a3673ca3029ae7384b,561237,565065,Will Andy Beshear win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.245
e86b9578f68d6611da3c30f7951a978e,540818,540844,New Playboi Carti Album before GTA VI?,Will bitcoin hit $1m before GTA VI?,rejected,mixed_subtype,album_release_before_reference_vs_movie_release_before_reference,gta_vi_reference_clock,album_release_before_reference,movie_release_before_reference,event,event,temporal,temporal,,,,,,,rejected,ineligible,none,same broad outcome space but different outcome subtypes,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""album_release_before_reference_vs_movie_release_before_reference"", ""detail"": ""same broad outcome space but different outcome subtypes""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2442
d2054254e1430861a52539edb8dcac23,561248,565065,Will Vivek Ramaswamy win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2429
32aab9963a4f36a90e88aea93c00d33a,561244,565065,Will Donald Trump Jr. win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2429
e578cddccb941a961f98472028c115bd,561232,565065,Will Pete Buttigieg win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2429
b743524a9765856526ac4d811420a1ea,561250,565065,Will Elon Musk win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2414
0a46a3c67826638e3f0bcb5e386c397b,561260,565065,Will Thomas Massie win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2411
38155e7ac6731e5aec259ee31b612f51,561264,565065,Will Pete Hegseth win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""coverage_insufficient_a"", ""detail"": ""market_a coverage_score=0.56""}]",0.2411
7c1acaa02d0f1f71a4e51f843c1f3135,540818,540820,New Playboi Carti Album before GTA VI?,Trump out as President before GTA VI?,rejected,mixed_subtype,album_release_before_reference_vs_movie_release_before_reference,gta_vi_reference_clock,album_release_before_reference,movie_release_before_reference,event,event,temporal,temporal,,,,,,,rejected,ineligible,none,same broad outcome space but different outcome subtypes,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.060 < 0.5""}, {""code"": ""album_release_before_reference_vs_movie_release_before_reference"", ""detail"": ""same broad outcome space but different outcome subtypes""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2387
a0ef9131c9f93574165e69c236992ee0,540817,540844,New Rihanna Album before GTA VI?,Will bitcoin hit $1m before GTA VI?,rejected,mixed_subtype,album_release_before_reference_vs_movie_release_before_reference,gta_vi_reference_clock,album_release_before_reference,movie_release_before_reference,event,event,temporal,temporal,,,,,,,rejected,ineligible,none,same broad outcome space but different outcome subtypes,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.060 < 0.5""}, {""code"": ""album_release_before_reference_vs_movie_release_before_reference"", ""detail"": ""same broad outcome space but different outcome subtypes""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.237
2f0acba9f0f6fa8c16d05b347b168757,561253,565065,Will Tucker Carlson win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2354
3c339f59ff666afdd8ea9906149a1eb0,561238,565065,Will Glenn Youngkin win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2354
eff3afd7267974c0dec2d5b346542051,561236,565065,Will Gretchen Whitmer win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2343
6a7536dda972f3e6f43a55e64e479b68,561233,565065,Will Josh Shapiro win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2338
85617d0a3fd12833ebbfd19f36eb8a84,561262,565065,Will James Talarico win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2333
08f3aac10db26432a45c16b66e950080,561246,565065,Will Ron DeSantis win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2329
cce6da878f0f5fd8d1c06e2049d0674c,561258,565065,Will Jamie Dimon win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2329
5a13d948bddde820b36f6b176f42c66a,561229,565065,Will JD Vance win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2295
952b390ac22b54f8aa0636f70573f86c,561256,565065,Will Zohran Mamdani win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2291
d68a65b2990858769cc835f83b337be6,561240,565065,Will Stephen Smith win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2291
2f712e642673ecb9a5e9a9ac4f5ecb82,561243,565065,Will Donald Trump win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.228
0c6b92b7277bcc75dc61ab8ee3c319cb,561263,565065,Will Eric Trump win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""coverage_insufficient_a"", ""detail"": ""market_a coverage_score=0.51""}]",0.228
de09480270f8bde54b9c400673afde66,561255,565065,Will Ivanka Trump win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.228
041a070f2522e0085ca5b0f128910ac5,561230,565065,Will Gavin Newsom win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2277
77094e2876b43ddac6c2c45ce51c69f4,561247,565065,Will Tim Walz win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2274
be516ec12277ab08f0637154e1ba5060,561242,565065,Will Tulsi Gabbard win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2269
5523209e676b059e80540211313918fc,561249,565065,Will Greg Abbott win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2269
e8af3932bb64f988367dcce26d335be2,561254,565065,Will Kim Kardashian win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""coverage_insufficient_a"", ""detail"": ""market_a coverage_score=0.51""}]",0.2259
e508aab11f8716a1a97c4896885b4a23,561235,565065,Will Wes Moore win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,mixed_subtype,candidate_to_party_dependency,2028_us_presidential_election,candidate_winner_same_election,party_winner_same_election,candidate,party,general_election,general_election,,,,Democrats,,,rejected,ineligible,none,candidate market and party market share a broad election space,not strategy eligible by default,"[{""code"": ""entity_mismatch"", ""detail"": ""entity_overlap=0.100 < 0.5""}, {""code"": ""candidate_to_party_dependency"", ""detail"": ""candidate market and party market share a broad election space""}]","[{""code"": ""taxonomy_not_strategy_eligible"", ""detail"": ""not strategy eligible by default""}]",0.2256
